question,correct_answer,generated_answer,exact_match,bleu_score,rouge_1,rouge_2,rouge_L,bert_P,bert_R,bert_F1
What causes High Blood Pressure ?,"Changes, either fromgenesor the environment, in the bodys normal functions may cause high blood pressure, including changes to kidney fluid and salt balances, therenin-angiotensin-aldosterone system,sympathetic nervous systemactivity, and blood vessel structure and function.
                
Biology and High Blood Pressure
                
Researchers continue to study how various changes in normal body functions cause high blood pressure. The key functions affected in high blood pressure include:
                
Kidney fluid and salt balances
                
Renin-angiotensin-aldosterone system
                
Sympathetic nervous system activity
                
Blood vessel structure and function
                

                
Kidney Fluid and Salt Balances
                
The kidneys normally regulate the bodys salt balance by retaining sodium and water and excreting potassium. Imbalances in this kidney function can expand blood volumes, which can cause high blood pressure.
                

                
Renin-Angiotensin-Aldosterone System
                
The renin-angiotensin-aldosterone system makes angiotensin and aldosterone hormones. Angiotensin narrows or constricts blood vessels, which can lead to an increase in blood pressure. Aldosterone controls how the kidneys balance fluid and salt levels. Increased aldosterone levels or activity may change this kidney function, leading to increased blood volumes and high blood pressure.
                

                
Sympathetic Nervous System Activity
                
The sympathetic nervous system has important functions in blood pressure regulation, including heart rate, blood pressure, and breathing rate. Researchers are investigating whether imbalances in this system cause high blood pressure.
                

                
Blood Vessel Structure and Function
                
Changes in the structure and function of small and large arteries may contribute to high blood pressure. The angiotensin pathway and the immune system may stiffen small and large arteries, which can affect blood pressure.
                

                
Genetic Causes of High Blood Pressure
                
Much of the understanding of the body systems involved in high blood pressure has come from genetic studies. High blood pressure often runs in families. Years of research have identified many genes and other mutations associated with high blood pressure, some in the renal salt regulatory and renin-angiotensin-aldosterone pathways. However, these known genetic factors only account for 2 to 3percent of all cases. Emerging research suggests that certain DNA changes during fetal development also may cause the development of high blood pressure later in life.
                
Environmental Causes of High Blood Pressure
                
Environmental causes of high blood pressure include unhealthy lifestyle habits, being overweight or obese, and medicines.
                

                
Unhealthy Lifestyle Habits
                
Unhealthy lifestyle habits can cause high blood pressure, including:
                
High dietary sodium intake and sodium sensitivity
                
Drinking excess amounts of alcohol
                
Lack of physical activity
                

                
Overweight and Obesity
                
Research studies show that being overweight or obese can increase the resistance in the blood vessels, causing the heart to work harder and leading to high blood pressure.
                

                
Medicines
                
Prescription medicines such as asthma or hormone therapies, including birth control pills and estrogen, and over-the-counter medicines such as cold relief medicines may cause this form of high blood pressure. This happens because medicines can change the way your body controls fluid and salt balances, cause your blood vessels to constrict, or impact the renin-angiotensin-aldosterone system leading to high blood pressure.
                
Other Medical Causes of High Blood Pressure
                
Other medical causes of high blood pressure include other medical conditions such as chronic kidney disease, sleep apnea, thyroid problems, or certain tumors. This happens because these other conditions change the way your body controls fluids, sodium, and hormones in your blood, which leads to secondary high blood pressure.","The exact cause of high blood pressure (hypertension) is unknown, but researchers believe it happens when there is damage to the arteries due to various factors. This buildup is known as atherosclerosis.

More specifically, the causes that contribute to the development of high blood pressure and atherosclerosis include:

* Unhealthy lifestyle habits
* Medical conditions such as:
	+ Blood pressure
	+ Blood cholesterol
	+ Syndrome
	+ Diseases such as rheumatoid arthritis and psoriasis
* Family history of high blood cholesterol
* Consuming a lot of foods high in saturated fats

Note that having multiple risk factors increases the likelihood of developing high blood pressure and other health problems.",False,0.0025213291116191,0.1944444444444444,0.0804953560371517,0.1265432098765432,0.8227581977844238,0.6949132680892944,0.7534510493278503
Who is at risk for High Blood Pressure? ?,"Anyone can develop high blood pressure; however, age, race or ethnicity, being overweight, gender, lifestyle habits, and a family history of high blood pressure can increase your risk for developing high blood pressure.
                
Age
                
Blood pressure tends to rise with age. About 65 percent of Americans age 60 or older have high blood pressure. However, the risk for prehypertension and high blood pressure is increasing for children and teens, possibly due to the rise in the number of overweight children and teens.
                
Race/Ethnicity
                
High blood pressure is more common in African American adults than in Caucasian or Hispanic American adults. Compared with these ethnic groups, African Americans:
                
Tend to get high blood pressure earlier in life.
                
Often, on average, have higher blood pressure numbers.
                
Are less likely to achieve target blood pressure goals with treatment.
                
Overweight
                
You are more likely to develop prehypertension or high blood pressure if youre overweight or obese. The terms overweight and obese refer to body weight thats greater than what is considered healthy for a certain height.
                
Gender
                
Before age 55, men are more likely than women to develop high blood pressure. After age 55, women are more likely than men to develop high blood pressure.
                
Lifestyle Habits
                
Unhealthy lifestyle habits can raise your risk for high blood pressure, and they include:
                
Eating too much sodium or too little potassium
                
Lack of physical activity
                
Drinking too much alcohol
                
Stress
                
Family History
                
A family history of high blood pressure raises the risk of developing prehypertension or high blood pressure. Some people have a high sensitivity to sodium and salt, which may increase their risk for high blood pressure and may run in families. Genetic causes of this condition are why family history is a risk factor for this condition.","According to the text, most adults can be at risk for high blood pressure, but some groups are more likely to have it. Specifically:

* More often if you have high blood pressure (i.e., if you already have high blood pressure, you're even more at risk).
* As you get older, especially over age 65.
* If you have a family history of heart disease or hypertension.
* If you have certain health conditions, such as kidney disease, COPD, or other lung diseases.

Note that the text also mentions that ""most adults"" are at risk for high blood pressure, but it doesn't provide specific details on what makes them more susceptible.",False,0.0254974711843031,0.2722772277227723,0.1044776119402985,0.1584158415841584,0.8443620204925537,0.7320032715797424,0.7841784358024597
What are the symptoms of High Blood Pressure ?,"Because diagnosis is based on blood pressure readings, this condition can go undetected for years, as symptoms do not usually appear until the body is damaged from chronic high blood pressure.
                

                
Complications of High Blood Pressure
                
When blood pressure stays high over time, it can damage the body and cause complications. Some common complications and their signs and symptoms include:
                
Aneurysms:When an abnormal bulge forms in the wall of an artery. Aneurysms develop and grow for years without causing signs or symptoms until they rupture, grow large enough to press on nearby body parts, or block blood flow. The signs and symptoms that develop depend on the location of the aneurysm.
                
Chronic Kidney Disease: When blood vessels narrow in the kidneys, possibly causing kidney failure.
                
Cognitive Changes: Research shows that over time, higher blood pressure numbers can lead to cognitive changes. Signs and symptoms include memory loss, difficulty finding words, and losing focus during conversations.
                
Eye Damage: When blood vessels in the eyes burst or bleed. Signs and symptoms include vision changes or blindness.
                
Heart Attack: When the flow of oxygen-rich blood to a section of heart muscle suddenly becomes blocked and the heart doesnt get oxygen. The most common warning symptoms of a heart attack are chest pain or discomfort, upper body discomfort, and shortness of breath.
                
Heart Failure: When the heart cant pump enough blood to meet the bodys needs. Common signs and symptoms of heart failure include shortness of breath or trouble breathing; feeling tired; and swelling in the ankles, feet, legs, abdomen, and veins in the neck.
                
Peripheral Artery Disease: A disease in which plaque builds up in leg arteries and affects blood flow in the legs. When people have symptoms, the most common are pain, cramping, numbness, aching, or heaviness in the legs, feet, and buttocks after walking or climbing stairs.
                
Stroke: When the flow of oxygen-rich blood to a portion of the brain is blocked. The symptoms of a stroke include sudden onset of weakness; paralysis or numbness of the face, arms, or legs; trouble speaking or understanding speech; and trouble seeing.","According to the context, some possible symptoms of high blood pressure in adults are:

* Poor regulation of blood pressure
* Episodes of sharp drop in blood pressure upon standing (orthostatic hypotension), which can cause:
	+ Dizziness
	+ Blurred vision
	+ Fainting
* Some other general symptoms mentioned as possibly related to low blood pressure, but not directly stated as high blood pressure symptoms are:
	+ Tired or weak feeling
	+ Vision problems
	+ Back pain
	+ Palpitations (irregular heartbeat)
* However, it is also noted that many people with high blood pressure do not experience any noticeable symptoms.

It's worth noting that children may have different symptoms, such as bed wetting, vomiting, reduced sensitivity to temperature changes and pain, poor balance, abnormal curvature of the spine, poor bone quality, and kidney and heart problems.",False,1.1541425311813084e-155,0.2521008403361344,0.0464135021097046,0.1218487394957983,0.8283395767211914,0.7525708675384521,0.7886395454406738
How to diagnose High Blood Pressure ?,"For most patients, health care providers diagnose high blood pressure when blood pressure readings areconsistently 140/90 mmHg or above.
                
Confirming High Blood Pressure
                
A blood pressure test is easy and painless and can be done in a health care providers office or clinic. To prepare for the test:
                
Dont drink coffee or smoke cigarettes for 30 minutes prior to the test.
                
Go to the bathroom before the test.
                
Sit for 5 minutes before the test.
                
To track blood pressure readings over a period of time, the health care provider may ask you to come into the office on different days and at different times to take your blood pressure. The health care provider also may ask you to check readings at home or at other locations that have blood pressure equipment and to keep a written log of all your results.
                
Whenever you have an appointment with the health care provider, be sure to bring your log of blood pressure readings. Every time you visit the health care provider, he or she should tell you what your blood pressure numbers are; if he or she does not, you should ask for your readings.
                
Blood Pressure Severity and Type
                
Your health care provider usually takes 23 readings at several medical appointments to diagnose high blood pressure. Using the results of your blood pressure test, your health care provider will diagnose prehypertension or high blood pressure if:
                
Your systolic or diastolic readings are consistently higher than 120/80 mmHg.
                
Your childs blood pressure numbers are outside average numbers for children of the same age, gender, and height.
                
Once your health care provider determines the severity of your blood pressure, he or she can order additional tests to determine if your blood pressure is due to other conditions or medicines or if you have primary high blood pressure. Health care providers can use this information to develop your treatment plan.
                
Some people have white coat hypertension. This happens when blood pressure readings are only high when taken in a health care providers office compared with readings taken in any other location. Health care providers diagnose this type of high blood pressure by reviewing readings in the office and readings taken anywhere else. Researchers believe stress, which can occur during the medical appointment, causes white coat hypertension.","A blood pressure test will be used by your health care provider to diagnose high blood pressure. The provider will take two or more readings at separate appointments before making a diagnosis. Here's how they will categorize the blood pressure reading:

* Less than 120 and less than 80: Normal
* 120 - 129 and less than 80: Elevated
* 130 - 139 or 80 - 89: Stage 1 hypertension (high blood pressure)
* 140 or higher or 90 or higher: Stage 2 hypertension (dangerously high blood pressure)",False,0.0047880453254146,0.2145922746781116,0.0862068965517241,0.1502145922746781,0.8422831296920776,0.7432067394256592,0.7896493077278137
What are the treatments for High Blood Pressure ?,"Based on your diagnosis, health care providers develop treatment plans for high blood pressure that include lifelong lifestyle changes and medicines to control high blood pressure; lifestyle changes such as weight loss can be highly effective in treating high blood pressure.
                

                
Treatment Plans
                
Health care providers work with you to develop a treatment plan based on whether you were diagnosed with primary or secondary high blood pressure and if there is a suspected or known cause. Treatment plans may evolve until blood pressure control is achieved.
                
If your health care provider diagnoses you with secondary high blood pressure, he or she will work to treat the other condition or change the medicine suspected of causing your high blood pressure. If high blood pressure persists or is first diagnosed as primary high blood pressure, your treatment plan will include lifestyle changes. When lifestyle changes alone do not control or lower blood pressure, your health care provider may change or update your treatment plan by prescribing medicines to treat the disease. Health care providers prescribe children and teens medicines at special doses that are safe and effective in children.
                
If your health care provider prescribes medicines as a part of your treatment plan, keep up your healthy lifestyle habits. The combination of the medicines and the healthy lifestyle habits helps control and lower your high blood pressure.
                
Some people develop resistant or uncontrolled high blood pressure. This can happen when the medications they are taking do not work well for them or another medical condition is leading to uncontrolled blood pressure. Health care providers treat resistant or uncontrolled high blood pressure with an intensive treatment plan that can include a different set of blood pressure medications or other special treatments.
                
To achieve the best control of your blood pressure, follow your treatment plan and take all medications as prescribed. Following your prescribed treatment plan is important because it can prevent or delay complications that high blood pressure can cause and can lower your risk for other related problems.
                

                
Healthy Lifestyle Changes
                
Healthy lifestyle habits can help you control high blood pressure. These habits include:
                
Healthy eating
                
Being physically active
                
Maintaining a healthy weight
                
Limiting alcohol intake
                
Managing and coping with stress
                
To help make lifelong lifestyle changes, try making one healthy lifestyle change at a time and add another change when you feel that you have successfully adopted the earlier changes. When you practice several healthy lifestyle habits, you are more likely to lower your blood pressure and maintain normal blood pressure readings.
                

                
Healthy Eating
                
To help treat high blood pressure, health care providers recommend that you limit sodium and salt intake, increase potassium, and eat foods that are heart healthy.
                
Limiting Sodium and Salt
                
A low-sodium diet can help you manage your blood pressure. You should try to limit the amount of sodium that you eat. This means choosing and preparing foods that are lower in salt and sodium. Try to use low-sodium and no added salt foods and seasonings at the table or while cooking. Food labels tell you what you need to know about choosing foods that are lower in sodium. Try to eat no more than 2,300 mg sodium a day. If you have high blood pressure, you may need to restrict your sodium intake even more.
                
Your health care provider may recommend the Dietary Approaches to Stop Hypertension (DASH) eating plan if you have high blood pressure. The DASH eating plan focuses on fruits, vegetables, whole grains, and other foods that are heart healthy and low in fat, cholesterol, and salt.
                
The DASH eating plan is a good heart-healthy eating plan, even for those who dont have high blood pressure. Read more about the DASH eating plan.
                
Heart-Healthy Eating
                
Your health care provider also may recommend heart-healthy eating, which should include:
                
Whole grains
                
Fruits, such as apples, bananas, oranges, pears, and prunes
                
Vegetables, such as broccoli, cabbage, and carrots
                
Legumes, such as kidney beans, lentils, chick peas, black-eyed peas, and lima beans
                
Fat-free or low-fat dairy products, such as skim milk
                
Fish high in omega-3 fatty acids, such as salmon, tuna, and trout, about twice a week
                
When following a heart-healthy diet, you should avoid eating:
                
A lot of red meat
                
Palm and coconut oils
                
Sugary foods and beverages
                
In the National Heart, Lung, and Blood Institute (NHLBI)-sponsored Hispanic Community Health Study/Study of Latinos, which studied Hispanics living in the United States, Cubans ate more sodium and Mexicans ate less sodium than other Hispanic groups in the study. All Hispanic Americans should follow these healthy eating recommendations even when cooking traditional Latino dishes. Try some of these popular Hispanic American heart-healthy recipes.
                

                
Being Physically Active
                
Routine physical activity can lower high blood pressure and reduce your risk for other health problems. Talk with your health care provider before you start a new exercise plan. Ask him or her how much and what kinds of physical activity are safe for you.
                
Everyone should try to participate in moderate-intensity aerobic exercise at least 2 hours and 30minutes per week, or vigorous-intensity aerobic exercise for 1 hour and 15 minutes per week. Aerobic exercise, such as brisk walking, is any exercise in which your heart beats harder and you use more oxygen than usual. The more active you are, the more you will benefit. Participate in aerobic exercise for at least 10 minutes at a time, spread throughout the week.
                
Read more about physical activity:
                
Physical Activity and Your Heart
                
U.S. Department of Health and Human Services'2008 Physical Activity Guidelines for Americans
                

                
Maintaining a Healthy Weight
                
Maintaining a healthy weight can help you control high blood pressure and reduce your risk for other health problems. If youre overweight or obese, try to lose weight. A loss of just 3 to 5 percent can lower your risk for health problems. Greater amounts of weight loss can improve blood pressure readings, lowerLDL cholesterol, and increase HDL cholesterol. However, research shows that no matter your weight, it is important to control high blood pressure to maintain good health.
                
A useful measure of overweight and obesity is body mass index (BMI). BMI measures your weight in relation to your height. To figure out your BMI, check out NHLBIs online BMI calculator or talk to yourhealth care provider.
                
A BMI:
                
Below 18.5 is a sign that you are underweight.
                
Between 18.5 and 24.9 is in the healthy range.
                
Between 25 and 29.9 is considered overweight.
                
Of 30 or more is considered obese.
                
A general goal to aim for is a BMI below 25. Your health care provider can help you set an appropriate BMI goal.
                
Measuring waist circumference helps screen for possible health risks. If most of your fat is around your waist rather than at your hips, youre at a higher risk for heart disease and type 2 diabetes. This risk may be high with a waist size that is greater than 35 inches for women or greater than 40 inches for men. To learn how to measure your waist, visit Assessing Your Weight and Health Risk. For more information about losing weight or maintaining your weight, go to Aim for a Healthy Weight.
                

                
Limiting Alcohol Intake
                
Limit alcohol intake. Too much alcohol will raise your blood pressure and triglyceride levels, a type of fat found in the blood. Alcohol also adds extra calories, which may cause weight gain.
                
Men should have no more than two drinks containing alcohol a day. Women should have no more than one drink containing alcohol a day. One drink is:
                
12 ounces of beer
                
5 ounces of wine
                
1 ounces of liquor
                
Managing and Coping With Stress
                
Learning how to manage stress, relax, and cope with problems can improve your emotional and physical health and can lower high blood pressure. Stress management techniques include:
                
Being physically active
                
Listening to music or focusing on something calm or peaceful
                
Performing yoga or tai chi
                
Meditating
                

                
Medicines
                
Blood pressure medicines work in different ways to stop or slow some of the bodys functions that cause high blood pressure. Medicines to lower blood pressure include:
                
Diuretics (Water or Fluid Pills): Flush excess sodium from your body, which reduces the amount of fluid in your blood and helps to lower your blood pressure. Diuretics are often used with other high blood pressure medicines, sometimes in one combined pill.
                
Beta Blockers: Help your heart beat slower and with less force. As a result, your heart pumps less blood through your blood vessels, which can help to lower your blood pressure.
                
Angiotensin-Converting Enzyme (ACE) Inhibitors: Angiotensin-II is a hormone that narrows blood vessels, increasing blood pressure. ACE converts Angiotensin I to Angiotensin II. ACE inhibitors block this process, which stops the production of Angiotensin II, lowering blood pressure.
                
Angiotensin II Receptor Blockers (ARBs): Block angiotensin II hormone from binding with receptors in the blood vessels. When angiotensin II is blocked, the blood vessels do not constrict or narrow, which can lower your blood pressure.
                
Calcium Channel Blockers: Keep calcium from entering the muscle cells of your heart and blood vessels. This allows blood vessels to relax, which can lower your blood pressure.
                
Alpha Blockers: Reduce nerve impulses that tighten blood vessels. This allows blood to flow more freely, causing blood pressure to go down.
                
Alpha-Beta Blockers: Reduce nerve impulses the same way alpha blockers do. However, like beta blockers, they also slow the heartbeat. As a result, blood pressure goes down.
                
Central Acting Agents: Act in the brain to decrease nerve signals that narrow blood vessels, which can lower blood pressure.
                
Vasodilators: Relax the muscles in blood vessel walls, which can lower blood pressure.
                
To lower and control blood pressure, many people take two or more medicines. If you have side effects from your medicines, dont stop taking your medicines. Instead, talk with your health care provider about the side effects to see if the dose can be changed or a new medicine prescribed.
                
Future Treatments
                
Scientists, doctors, and researchers continue to study the changes that cause high blood pressure, to develop new medicines and treatments to control high blood pressure. Possible future treatments under investigation include new combination medicines, vaccines, and interventions aimed at the sympathetic nervous system, such as kidney nerve ablation.","According to the text, the treatments for high blood pressure include ""heart-healthy lifestyle changes and medicines."" Additionally, it states that healthcare providers will work with you to come up with a treatment plan that may include only lifestyle changes or both lifestyle changes and medicines.",False,2.3200168741181722e-17,0.0440677966101694,0.0226244343891402,0.031638418079096,0.882860541343689,0.7605637311935425,0.8171617388725281
How to prevent High Blood Pressure ?,"Healthy lifestyle habits, proper use of medicines, and regular medical care can prevent high blood pressure or its complications.
                
Preventing High Blood Pressure Onset
                
Healthy lifestyle habits can help prevent high blood pressure from developing. It is important to check your blood pressure regularly. Children should have their blood pressure checked starting at 3 years of age. If prehypertension is detected, it should be taken seriously to avoid progressing to high blood pressure. 
                
Preventing Worsening High Blood Pressure or Complications
                
If you have been diagnosed with high blood pressure, it is important to obtain regular medical care and to follow your prescribed treatment plan, which will include healthy lifestyle habit recommendations and possibly medicines. Not only can healthy lifestyle habits prevent high blood pressure from occurring, but they can reverse prehypertension and help control existing high blood pressure or prevent complications and long-term problems associated with this condition, such as coronary heart disease, stroke, or kidney disease.","According to the provided context, the following can help prevent or delay serious health problems associated with high blood pressure:

* Getting enough good-quality sleep
* A healthcare provider may recommend medicines to help control your blood pressure, but lifestyle changes are also effective.
* Lifestyle changes that can be very effective include:
	+ Heart-healthy eating
	+ Exercise

Note: The context does not specifically mention how to prevent high blood pressure itself, only how to prevent or delay the associated health problems.",False,0.0321486515846122,0.320675105485232,0.1106382978723404,0.1687763713080168,0.8446921110153198,0.7919332981109619,0.8174623250961304
What is (are) Thrombocythemia and Thrombocytosis ?,"Thrombocythemia (THROM-bo-si-THE-me-ah) and thrombocytosis (THROM-bo-si-TO-sis) are conditions in which your blood has a higher than normal number of platelets (PLATE-lets).
                
Platelets are blood cell fragments. They're made in your bone marrow along with other kinds of blood cells.
                
Platelets travel through your blood vessels and stick together (clot). Clotting helps stop any bleeding that may occur if a blood vessel is damaged. Platelets also are called thrombocytes (THROM-bo-sites) because a blood clot also is called a thrombus.
                
A normal platelet count ranges from 150,000 to 450,000 platelets per microliter of blood.
                
Overview
                
The term ""thrombocythemia"" is preferred when the cause of a high platelet count isn't known. The condition sometimes is called primary or essential thrombocythemia.
                
This condition occurs if faulty cells in the bone marrow make too many platelets. Bone marrow is the sponge-like tissue inside the bones. It contains stem cells that develop into red blood cells, white blood cells, and platelets. What causes the bone marrow to make too many platelets often isn't known.
                
With primary thrombocythemia, a high platelet count may occur alone or with other blood cell disorders. This condition isn't common.
                
When another disease or condition causes a high platelet count, the term ""thrombocytosis"" is preferred. This condition often is called secondary or reactive thrombocytosis. Secondary thrombocytosis is more common than primary thrombocythemia.
                
Often, a high platelet count doesn't cause signs or symptoms. Rarely, serious or life-threatening symptoms can develop, such as blood clots and bleeding. These symptoms are more likely to occur in people who have primary thrombocythemia.
                
Outlook
                
People who have primary thrombocythemia with no signs or symptoms don't need treatment, as long as the condition remains stable.
                
Other people who have this condition may need medicines or procedures to treat it. Most people who have primary thrombocythemia will live a normal lifespan.
                
Treatment and outlook for secondary thrombocytosis depend on its underlying cause.","Thrombocythemia and Thrombocytosis are conditions that occur when your blood has a higher-than-normal platelet count. They are essentially the same condition, with ""Thrombocytosis"" being more commonly used to describe the increase in platelets, while ""Thrombocythemia"" specifically refers to an excess of these cells in the bone marrow and bloodstream.",False,0.0007414021529281,0.2025974025974026,0.0731070496083551,0.1298701298701298,0.8917405009269714,0.7630161643028259,0.8223715424537659
What causes Thrombocythemia and Thrombocytosis ?,"Primary Thrombocythemia
                
In this condition, faulty stem cells in the bone marrow make too many platelets. What causes this to happen usually isn't known. When this process occurs without other blood cell disorders, it's called essential thrombocythemia.
                
A rare form of thrombocythemia is inherited. (""Inherited"" means the condition is passed from parents to children through the genes.) In some cases, a genetic mutation may cause the condition.
                
In addition to the bone marrow making too many platelets, the platelets also are abnormal in primary thrombocythemia. They may form blood clots or, surprisingly, cause bleeding when they don't work well.
                
Bleeding also can occur because of a condition that develops called von Willebrand disease. This condition affects the blood clotting process.
                
After many years, scarring of the bone marrow can occur.
                
Secondary Thrombocytosis
                
This condition occurs if another disease, condition, or outside factor causes the platelet count to rise. For example, 35 percent of people who have high platelet counts also have cancermostly lung, gastrointestinal, breast, ovarian, and lymphoma. Sometimes a high platelet count is the first sign of cancer.
                
Other conditions or factors that can cause a high platelet count are:
                
Iron-deficiency anemia (uh-NEE-me-uh)
                
Hemolytic (HEE-moh-lit-ick) anemia
                
Absence of a spleen (after surgery to remove the organ)
                
Inflammatory or infectious diseases, such as connective tissue disorders, inflammatory bowel disease, and tuberculosis
                
Reactions to medicine
                
Some conditions can lead to a high platelet count that lasts for only a short time. Examples of such conditions include:
                
Recovery from serious blood loss
                
Recovery from a very low platelet count caused by excessive alcohol use and lack of vitamin B12 or folate
                
Acute (short-term) infection or inflammation
                
Response to physical activity
                
Although the platelet count is high in secondary thrombocytosis, the platelets are normal (unlike in primary thrombocythemia). Thus, people who have secondary thrombocytosis have a lower risk of blood clots and bleeding.","The context states that essential thrombocythemia arises from gene mutations that occur in early blood-forming cells after conception, which are called somatic mutations. However, it does not provide a direct answer to what causes thrombocythemia and thrombocytosis specifically.

However, based on the information provided:

Thrombocythemia is characterized by an increased number of platelets, and essential thrombocythemia arises from gene mutations that occur in early blood-forming cells after conception.

It can be inferred that gene mutations are likely a contributing factor to the development of thrombocytosis as well, since thrombocytosis (an increase in the number of platelets) is mentioned alongside thrombocytopenia and thrombocythemia.",False,5.725921108457893e-156,0.2776470588235294,0.0236406619385342,0.1223529411764705,0.8646914958953857,0.740017831325531,0.7975115776062012
What are the symptoms of Thrombocythemia and Thrombocytosis ?,"People who have thrombocythemia or thrombocytosis may not have signs or symptoms. These conditions might be discovered only after routine blood tests.
                
However, people who have primary thrombocythemia are more likely than those who have secondary thrombocytosis to have serious signs and symptoms.
                
The signs and symptoms of a high platelet count are linked to blood clots and bleeding. They include weakness, bleeding, headache, dizziness, chest pain, and tingling in the hands and feet.
                
Blood Clots
                
In primary thrombocythemia, blood clots most often develop in the brain, hands, and feet. But they can develop anywhere in the body, including in the heart and intestines.
                
Blood clots in the brain may cause symptoms such as chronic (ongoing) headache and dizziness. In extreme cases, stroke may occur.
                
Blood clots in the tiny blood vessels of the hands and feet leave them numb and red. This may lead to an intense burning and throbbing pain felt mainly on the palms of the hands and the soles of the feet.
                
Other signs and symptoms of blood clots may include:
                
Changes in speech or awareness, ranging from confusion to passing out
                
Seizures
                
Upper body discomfort in one or both arms, the back, neck, jaw, or abdomen
                
Shortness of breath and nausea (feeling sick to your stomach)
                
In pregnant women, blood clots in the placenta can cause miscarriage or problems with fetal growth and development.
                
Women who have primary thrombocythemia or secondary thrombocytosis and take birth control pills are at increased risk for blood clots.
                
Blood clots are related to other conditions and factors as well. Older age, prior blood clots, diabetes, high blood pressure, and smoking also increase your risk for blood clots.
                
Bleeding
                
If bleeding occurs, it most often affects people who have platelet counts higher than 1million platelets per microliter of blood. Signs of bleeding include nosebleeds, bruising, bleeding from the mouth or gums, or blood in the stools.
                
Although bleeding usually is associated with a low platelet count, it also can occur in people who have high platelet counts. Blood clots that develop in thrombocythemia or thrombocytosis may use up your body's platelets. This means that not enough platelets are left in your bloodstream to seal off cuts or breaks on the blood vessel walls.
                
Another cause of bleeding in people who have very high platelets counts is a condition called von Willebrand Disease. This condition affects the blood clotting process.
                
In rare cases of primary thrombocythemia, the faulty bone marrow cells will cause a form of leukemia (lu-KE-me-ah). Leukemia is a cancer of the blood cells.","Based on the provided context, here is a list of symptoms associated with Thrombocythemia and Thrombocytosis:

**Common to Both Conditions:**

* Symptoms linked to blood clots and bleeding
* Clots that most often develop in the brain, hands, and feet (can occur anywhere in the body)

**Symptoms Specific to Thrombocythemia:**

* Enlarged spleen (splenomegaly)
* Weakness
* Headaches or a sensation of burning, tingling, or prickling on the skin
* Episodes of severe pain, redness, and swelling (erythromelalgia) in the hands and feet

**Additional Information:**

Note that Thrombocytosis is mentioned as having no symptoms, but it's implied that the same symptoms associated with Thrombocythemia can also occur in people with Thrombocytosis.",False,0.0107814962879137,0.2953271028037383,0.1050656660412757,0.1794392523364486,0.8546689748764038,0.7595022916793823,0.8042802810668945
How to diagnose Thrombocythemia and Thrombocytosis ?,"Your doctor will diagnose thrombocythemia or thrombocytosis based on your medical history, a physical exam, and test results. A hematologist also may be involved in your care. This is a doctor who specializes in blood diseases and conditions.
                
Medical History
                
Your doctor may ask you about factors that can affect your platelets, such as:
                
Any medical procedures or blood transfusions you've had
                
Any recent infections or vaccines you've had
                
The medicines you take, including over-the-counter medicines
                
Your general eating habits, including the amount of alcohol you normally drink
                
Any family history of high platelet counts
                
Physical Exam
                
Your doctor will do a physical exam to look for signs and symptoms of blood clots and bleeding. He or she also will check for signs of conditions that can cause secondary thrombocytosis, such as an infection.
                
Primary thrombocythemia is diagnosed only after all possible causes of a high platelet count are ruled out. For example, your doctor may recommend tests to check for early, undiagnosed cancer. If another disease, condition, or factor is causing a high platelet count, the diagnosis is secondary thrombocytosis.
                
Diagnostic Tests
                
Your doctor may recommend one or more of the following tests to help diagnose a high platelet count.
                
Complete Blood Count
                
A complete blood count (CBC) measures the levels of red blood cells, white blood cells, and platelets in your blood. For this test, a small amount of blood is drawn from a blood vessel, usually in your arm.
                
If you have thrombocythemia or thrombocytosis, the CBC results will show that your platelet count is high.
                
Blood Smear
                
A blood smear is used to check the condition of your platelets. For this test, a small amount of blood is drawn from a blood vessel, usually in your arm. Some of your blood is put on a glass slide. A microscope is then used to look at your platelets.
                
Bone Marrow Tests
                
Bone marrow tests check whether your bone marrow is healthy. Blood cells, including platelets, are made in the bone marrow. The two bone marrow tests are aspiration (as-pih-RA-shun) and biopsy.
                
Bone marrow aspiration might be done to find out whether your bone marrow is making too many platelets. For this test, your doctor removes a sample of fluid bone marrow through a needle. He or she examines the sample under a microscope to check for faulty cells.
                
A bone marrow biopsy often is done right after an aspiration. For this test, your doctor removes a small amount of bone marrow tissue through a needle. He or she examines the tissue to check the number and types of cells in the bone marrow.
                
With thrombocythemia and thrombocytosis, the bone marrow has a higher than normal number of the very large cells that make platelets.
                
Other Tests
                
Your doctor may recommend other blood tests to look for genetic factors that can cause a high platelet count.","Routine blood tests are the primary method for diagnosing thrombocytopenia, which involves checking platelet counts in the blood.

For diagnosing thrombocythemia (also known as thrombocytosis), the process is slightly different. 

Thrombocythemia can be diagnosed by taking a bone marrow biopsy. This involves removing a sample of tissue from the bone marrow and examining it under a microscope for any abnormalities, including an excessive production of platelets.

In cases where there are no symptoms or signs, thrombocythemia might only be discovered after routine blood tests reveal an abnormally high platelet count.

Blood tests also help diagnose thrombocytosis. If the test results show that you have a higher-than-normal platelet count, further testing such as bone marrow biopsy may be required to confirm whether it's due to a benign or malignant cause.",False,2.0842650483332817e-79,0.3241491085899514,0.1008130081300812,0.1458670988654781,0.8588300347328186,0.7530326843261719,0.8024592995643616
